Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Tunisia,<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <500,"Estimates for children are not published because of small numbers.",<100 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<100 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<100 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<200 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<200 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<1000 ,<500 , 1000,"Estimates for children are not published because of small numbers.",<1000 ,<500 , 1100,"Estimates for children are not published because of small numbers.",<1000 ,<500 , 1200,"Estimates for children are not published because of small numbers.",<1000 ,<1000 , 1300,"Estimates for children are not published because of small numbers.",<1000 ,<1000 , 1500,"Estimates for children are not published because of small numbers.",1100 ,<1000 , 1600,"Estimates for children are not published because of small numbers.",1300 ,<1000 , 1800,"Estimates for children are not published because of small numbers.",1400 ,<1000 , 2000,"Estimates for children are not published because of small numbers.",1600 ,1100 , 2300,"Estimates for children are not published because of small numbers.",1800 ,1300 , 2600,"Estimates for children are not published because of small numbers.",2100 ,1400 , 2900,"Estimates for children are not published because of small numbers.",2300 ,1600 , 3100,"Estimates for children are not published because of small numbers.",2500 ,1800 , 3500,"Estimates for children are not published because of small numbers.",2700 ,1900 , 3700,"Estimates for children are not published because of small numbers.",2900 ,2000 , 4000,"Estimates for children are not published because of small numbers."
Turkey,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Uganda,1 200 000 ,1 100 000 , 1 400 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 200 000 , 1 500 000,,1 300 000 ,1 200 000 , 1 400 000,,1 300 000 ,1 200 000 , 1 400 000,,1 300 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 200 000,,1 100 000 ,1 100 000 , 1 200 000,,1 200 000 ,1 100 000 , 1 200 000,,1 200 000 ,1 100 000 , 1 200 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 200 000 , 1 300 000,,1 300 000 ,1 200 000 , 1 300 000,,1 300 000 ,1 200 000 , 1 400 000,,1 300 000 ,1 200 000 , 1 400 000,,1 300 000 ,1 300 000 , 1 400 000,,1 400 000 ,1 300 000 , 1 500 000,,1 400 000 ,1 300 000 , 1 500 000,,1 400 000 ,1 300 000 , 1 500 000,,1 400 000 ,1 300 000 , 1 500 000,
Ukraine,12 000 ,8900 , 21 000,,15 000 ,12 000 , 30 000,,20 000 ,15 000 , 44 000,,29 000 ,20 000 , 52 000,,42 000 ,29 000 , 68 000,,61 000 ,42 000 , 89 000,,85 000 ,62 000 , 110 000,,110 000 ,84 000 , 140 000,,130 000 ,110 000 , 160 000,,150 000 ,130 000 , 170 000,,170 000 ,150 000 , 190 000,,180 000 ,160 000 , 200 000,,190 000 ,180 000 , 210 000,,200 000 ,180 000 , 210 000,,200 000 ,190 000 , 220 000,,200 000 ,190 000 , 220 000,,210 000 ,200 000 , 220 000,,200 000 ,200 000 , 220 000,,200 000 ,190 000 , 220 000,,200 000 ,190 000 , 210 000,,200 000 ,200 000 , 220 000,,210 000 ,200 000 , 220 000,,210 000 ,200 000 , 220 000,,220 000 ,200 000 , 230 000,,220 000 ,210 000 , 240 000,,230 000 ,210 000 , 250 000,,240 000 ,220 000 , 260 000,
United Arab Emirates,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
United Kingdom,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
United Republic of Tanzania,640 000 ,550 000 , 740 000,,770 000 ,660 000 , 900 000,,900 000 ,780 000 , 1 100 000,,1 000 000 ,900 000 , 1 200 000,,1 200 000 ,1 000 000 , 1 300 000,,1 300 000 ,1 100 000 , 1 500 000,,1 400 000 ,1 200 000 , 1 600 000,,1 400 000 ,1 300 000 , 1 600 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 600 000,,1 400 000 ,1 200 000 , 1 600 000,,1 400 000 ,1 200 000 , 1 600 000,,1 400 000 ,1 200 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 200 000 , 1 500 000,,1 300 000 ,1 200 000 , 1 500 000,,1 400 000 ,1 200 000 , 1 500 000,,1 400 000 ,1 200 000 , 1 600 000,
United States,... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014."
Uruguay,<1000 ,<500 , 1700,"Historical incidence trends were not available or not reliable.",1400 ,<500 , 2200,"Historical incidence trends were not available or not reliable.",1900 ,<1000 , 2800,"Historical incidence trends were not available or not reliable.",2500 ,1400 , 3500,"Historical incidence trends were not available or not reliable.",3100 ,2100 , 4300,"Historical incidence trends were not available or not reliable.",3800 ,2800 , 5100,"Historical incidence trends were not available or not reliable.",4500 ,3300 , 5900,"Historical incidence trends were not available or not reliable.",5200 ,3900 , 6800,"Historical incidence trends were not available or not reliable.",6000 ,4600 , 7700,"Historical incidence trends were not available or not reliable.",6800 ,5400 , 8800,"Historical incidence trends were not available or not reliable.",7600 ,6200 , 9600,"Historical incidence trends were not available or not reliable.",8500 ,6900 , 11 000,"Historical incidence trends were not available or not reliable.",9300 ,7700 , 11 000,"Historical incidence trends were not available or not reliable.",10 000 ,8400 , 12 000,"Historical incidence trends were not available or not reliable.",11 000 ,9100 , 13 000,"Historical incidence trends were not available or not reliable.",11 000 ,9600 , 13 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 13 000,"Historical incidence trends were not available or not reliable.",11 000 ,10 000 , 13 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 13 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,10 000 , 14 000,"Historical incidence trends were not available or not reliable."
Uzbekistan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
